TransactionTime,Amount,Location,CustomerBehavior,Success,CustomerName,Email,PhoneNumber,PaymentType,AccountNumber,CreditScore
2020-09-09 21:26:41,31830.07,Cuba,Suspicious,True,Gallagher-Valencia,nicole27@example.com,524-633-8451x867,MasterCard,4483599557406,708
2021-07-20 01:03:25,4205.89,Turkmenistan,Suspicious,True,"Kelly, Martin and Mitchell",lyonsjeffery@example.net,749.608.1615x45612,BankTransfer,345238000167122,631
2020-12-04 02:57:30,20435.14,Austria,Normal,True,Pitts Ltd,gracemathis@example.com,+1-330-289-8542x1610,BankTransfer,30522920564371,659
2023-06-11 03:56:21,30301.6,Heard Island and McDonald Islands,Normal,True,"Schneider, Lara and Ware",fisherrobert@example.com,522.642.6386x38467,MasterCard,3510073704003866,800
2021-05-25 04:24:05,6712.24,Gabon,Suspicious,True,Brady and Sons,brandon81@example.org,(973)706-8580,Visa,4689637775575367,767
2023-11-18 04:27:39,99475.9,Saint Helena,Normal,True,Scott-Perry,lawrence45@example.com,001-719-328-1694x8874,MasterCard,2715122597239064,785
2023-01-18 10:21:41,60199.81,Bermuda,Normal,True,"Baker, Jones and Dixon",christophermcgee@example.net,+1-432-553-9166x99454,MasterCard,3538436261251822,829
2021-04-29 09:01:47,54801.49,British Indian Ocean Territory (Chagos Archipelago),Normal,True,Kaufman LLC,michael34@example.com,779-374-0248,BankTransfer,4775892065652500742,780
2023-08-29 03:12:17,10136.46,Sweden,Normal,True,"Pugh, Zimmerman and Perez",joshuabuck@example.net,+1-809-507-8715x306,BankTransfer,3554763290538419,786
2020-04-14 17:23:16,95060.46,Hong Kong,Suspicious,True,"Hunter, Doyle and Martinez",luisjames@example.net,(971)206-4454x9202,Visa,36016355383658,775
2022-03-09 03:17:09,64218.41,French Southern Territories,Suspicious,True,Stephens-Richardson,savagekyle@example.org,+1-552-421-1575x2285,BankTransfer,4626612385607,775
2021-10-20 09:36:46,22611.92,Congo,Normal,True,"Hall, Thompson and Blackwell",rachel64@example.com,629-251-2621x97416,MasterCard,3546548375446880,834
2022-02-11 00:30:37,5561.7,Kiribati,Suspicious,True,Nash-Cardenas,hlarsen@example.com,001-832-592-9881x6333,BankTransfer,4325233069463442799,708
2020-05-22 09:01:39,47066.49,Iraq,Suspicious,True,Williams-Hernandez,burnsanthony@example.org,235.369.7640x379,MasterCard,6011635276608830,664
2023-12-27 11:15:27,12162.47,Micronesia,Normal,True,Campbell Ltd,tlee@example.org,848-648-9404,MasterCard,4680592208271,643
2020-07-08 21:27:38,45708.69,Wallis and Futuna,Suspicious,True,Prince-Reyes,saralittle@example.com,+1-707-570-2203x145,BankTransfer,6011968028938829,763
2020-12-30 18:13:51,95370.75,Cameroon,Normal,True,"Thomas, Harrison and Pierce",aliciaharvey@example.org,6194122555,BankTransfer,3546896827493319,636
2021-02-26 03:01:14,87489.22,Bhutan,Normal,True,Hernandez-Massey,vbrooks@example.net,762-808-1656,Visa,6011837372691443,610
2020-07-27 18:55:01,24803.6,Syrian Arab Republic,Normal,True,"Salazar, Hansen and Taylor",greenevalerie@example.net,(569)709-1723x2112,BankTransfer,675943300094,639
2022-09-29 18:54:02,28740.18,Uganda,Suspicious,True,"Brock, Knight and Carrillo",middletonsheila@example.net,+1-597-944-7627,Visa,3506866932693754,627
2023-05-17 10:14:44,27542.15,Lithuania,Suspicious,True,White PLC,schmidterin@example.net,001-895-625-1937x57868,BankTransfer,4584774558335176,758
2020-12-08 03:43:48,45119.53,Peru,Suspicious,True,Ingram-Burns,alicia85@example.net,538.590.4652,BankTransfer,213178135882360,749
2023-11-23 23:18:52,2352.61,Bahrain,Suspicious,True,"Franco, Dixon and Burke",gibsonrichard@example.net,001-958-673-3732,BankTransfer,180034913369188,771
2021-11-24 03:40:37,63711.99,Uruguay,Suspicious,True,Logan Group,smccormick@example.com,(473)422-2048,BankTransfer,180004406280556,626
2020-10-15 02:09:08,9116.01,Marshall Islands,Normal,True,"Monroe, Hayden and Cooley",morganmichael@example.net,949-501-3526x85472,MasterCard,583324429294,653
2020-01-07 11:06:27,81615.23,Equatorial Guinea,Normal,True,"Vaughn, Butler and Preston",bryanpoole@example.com,001-594-722-6084x8039,Visa,561790758552,653
2020-08-11 17:16:00,3924.41,Georgia,Normal,True,Ryan-Fox,malloryhernandez@example.org,(827)869-3170x651,MasterCard,3553432686494824,637
2022-11-19 11:24:52,38760.04,Botswana,Normal,True,Jones-Powers,nicholassummers@example.com,890-514-2280x372,MasterCard,4892565235274300,798
2021-09-24 07:55:41,82475.8,Greece,Normal,True,"Gonzales, Yoder and Ross",hernandezscott@example.org,6389448561,BankTransfer,3523287687430236,684
2022-10-13 02:27:13,98432.74,Moldova,Normal,True,"Reed, Velazquez and Rojas",olivia30@example.com,(292)473-8557,BankTransfer,348102657410390,646
2021-05-24 05:41:41,30296.53,Kenya,Normal,True,Cox-Camacho,jasonobrien@example.net,(310)536-9094x882,MasterCard,6538777189779110,611
2022-10-18 07:43:40,60736.99,Malta,Normal,True,Butler and Sons,craigdominic@example.com,+1-610-727-7961,MasterCard,4189828906768716438,723
2022-03-19 04:40:45,388.28,Gabon,Normal,False,Mcclain PLC,robertbridges@example.com,337-729-0721,MasterCard,213101329587173,602
2020-07-20 13:14:07,93110.46,Guernsey,Suspicious,True,Stone Ltd,smithalexander@example.net,001-573-718-0741x3198,BankTransfer,213107973369610,849
2020-07-27 12:26:09,55861.21,Sudan,Normal,True,"Miller, Boyd and Wright",oscar89@example.net,458-732-9551,BankTransfer,4690647944013551,760
2021-01-04 11:27:00,19102.15,Belgium,Suspicious,True,"Hunter, Fuentes and Leon",kmitchell@example.com,(435)472-6194x57457,BankTransfer,3520128242062812,823
2020-02-20 18:07:28,19621.17,Egypt,Normal,True,Mitchell-King,katherinekramer@example.net,(500)989-7343x322,BankTransfer,4749292915086096934,832
2020-09-06 01:16:20,433.01,Congo,Normal,False,Gates-Jordan,wpatel@example.net,+1-283-740-9317x999,Visa,4952201401260,791
2024-01-02 10:42:35,88655.04,Lesotho,Suspicious,True,"Calhoun, Ray and Hughes",ygarrett@example.org,001-279-224-1480,BankTransfer,4607614976241677373,740
2022-12-29 18:25:38,77491.76,Suriname,Suspicious,True,Glover Ltd,psmith@example.org,+1-486-605-8706x90616,Visa,30110330150609,650
2020-06-16 15:31:03,18526.73,New Caledonia,Suspicious,True,Young-Howell,williamscourtney@example.org,900.532.3430x8203,MasterCard,213121253843749,607
2023-05-09 23:35:14,97339.81,Philippines,Suspicious,True,Patton and Sons,jmartin@example.org,9654092813,BankTransfer,5138683809475194,692
2022-09-19 19:37:33,23796.85,Isle of Man,Suspicious,True,"Davidson, Cooper and Baker",victormathis@example.net,307-449-0669,BankTransfer,4136988883342,675
2023-06-28 18:10:58,49683.24,Nigeria,Normal,True,Perry Group,benjamin49@example.com,001-838-593-8010,BankTransfer,3556132694836639,843
2023-04-19 03:13:34,28499.7,San Marino,Normal,True,Clark-Thomas,wmurphy@example.org,660-468-3123x92070,MasterCard,4055045202109774,695
2022-12-05 03:49:56,43662.15,Sweden,Normal,True,Bray-Howe,karen05@example.net,+1-477-355-4089,MasterCard,349149344701557,710
2022-02-12 00:55:24,39520.66,Norfolk Island,Suspicious,True,Hughes-Wilson,toddrobert@example.net,(426)515-7415,MasterCard,349323211724956,668
2023-09-28 02:10:28,22665.85,Kyrgyz Republic,Suspicious,True,Jensen Group,jonathansmall@example.org,578-946-8734,BankTransfer,4817589218888862,826
2021-01-10 05:07:54,65115.64,Saint Kitts and Nevis,Normal,True,"Mendez, Green and Kennedy",adam08@example.com,+1-999-683-8852,Visa,4253861909539291667,776
2021-02-11 14:12:51,49539.93,Tokelau,Suspicious,True,Vaughn LLC,adominguez@example.com,575.589.5490,MasterCard,3590909543084117,737
2022-12-26 12:29:37,18324.21,Swaziland,Normal,True,Rogers Group,michaelbowen@example.net,394-385-9254x8270,BankTransfer,213100250561884,735
2021-08-20 09:02:31,48650.45,Northern Mariana Islands,Normal,True,Wilson-Williams,martinezjoseph@example.org,6873429735,BankTransfer,5262775281557537,796
2020-03-07 01:28:50,88216.61,Timor-Leste,Suspicious,True,Benton and Sons,matthewlucero@example.net,3632369576,BankTransfer,180010312806640,680
2021-05-20 10:54:43,26513.11,United States Minor Outlying Islands,Normal,True,Mercado Ltd,omurphy@example.net,3096229151,Visa,4081899021513180964,642
2020-08-06 06:07:07,26681.47,Czech Republic,Normal,True,Hale Ltd,fpotter@example.org,2609909752,BankTransfer,676104547671,749
2023-03-11 16:11:29,93763.73,French Guiana,Normal,True,Smith-Stewart,ann94@example.org,821-258-1428x508,BankTransfer,2224870088172640,750
2021-08-29 20:20:49,9338.87,Saint Helena,Normal,True,"Bridges, Williams and Chavez",geoffrey20@example.org,+1-347-456-1785,BankTransfer,3561023218221809,764
2021-08-02 02:26:45,98028.62,Dominican Republic,Normal,True,Reid-Olson,christinesanford@example.org,+1-948-560-6034,MasterCard,4560399334605,837
2021-07-20 11:19:57,67994.86,Vanuatu,Normal,True,"Martin, Hall and Koch",stephen45@example.net,001-555-578-7223x34814,MasterCard,4426764550011,808
2021-05-12 18:48:40,38479.25,Croatia,Normal,True,Thompson-Bray,crystaldavis@example.org,707-421-6473,Visa,6571979968868373,671
2023-12-17 05:47:31,38736.43,Kenya,Normal,True,Lawson Group,kristirussell@example.org,(661)432-9482x731,Visa,345539597359513,718
2021-04-30 06:25:11,57807.35,Saudi Arabia,Suspicious,True,"Orr, Frazier and Aguirre",mwilkins@example.org,(632)912-2380,BankTransfer,3517139332886254,635
2021-12-17 05:05:10,842.35,Anguilla,Suspicious,False,"Anderson, Parker and Page",rwilliams@example.net,+1-910-214-4598x8856,BankTransfer,501887766266,587
2021-12-04 13:25:47,75202.5,Monaco,Suspicious,True,Martinez-Norris,daniel77@example.com,427-767-2837x25658,BankTransfer,4301019809084680553,724
2022-07-18 02:09:49,39541.67,Guatemala,Normal,True,Rivers and Sons,anthonysweeney@example.net,706.640.0216,BankTransfer,4292616993248766,836
2020-12-05 22:24:13,95380.38,Hong Kong,Suspicious,True,Castillo-Ferguson,rmata@example.com,693.729.8623,Visa,180022110477094,795
2020-09-25 16:41:36,75973.38,Malta,Suspicious,True,Olson Inc,brodriguez@example.net,(700)725-8051,Visa,4925190954875254577,731
2021-03-31 05:44:31,75081.9,Albania,Normal,True,Smith Ltd,carol40@example.org,(467)784-0002x262,Visa,348260592812979,668
2020-07-04 18:46:41,68363.79,Luxembourg,Normal,True,Lester-Christensen,zmoore@example.com,670.447.3070x50208,MasterCard,4173606360169809297,634
2022-07-08 23:52:11,29353.99,San Marino,Normal,True,"Robertson, Shaw and Ramos",cody60@example.org,+1-850-784-9655x77719,Visa,376453085069737,777
2022-03-20 00:15:00,590.6,Angola,Suspicious,False,Jennings Inc,william47@example.org,9535074557,BankTransfer,180043730206077,752
2020-02-10 01:19:12,15371.69,Qatar,Normal,True,Kelly Inc,morgandaniel@example.org,001-908-615-5170x86366,Visa,630450583533,843
2023-10-12 17:59:02,37599.63,Bahamas,Normal,True,Higgins PLC,william24@example.org,703.401.4563,MasterCard,676313440601,821
2021-08-08 10:28:36,48703.08,Nigeria,Normal,True,"Morse, Underwood and Griffin",charles32@example.com,001-847-942-3880,Visa,3522289752418824,775
2020-03-15 23:13:47,17773.08,Gibraltar,Normal,True,King-Ortega,cpaul@example.org,999.275.3763,Visa,180047211117851,707
2021-12-08 18:59:18,32080.13,Turkey,Normal,True,Clayton-Allison,chelseahoover@example.com,001-335-636-4903,Visa,3523487561214074,805
2021-08-20 09:16:23,945.53,Serbia,Suspicious,True,Oliver-Pratt,paula20@example.org,782-618-6249x147,BankTransfer,3531507747769210,806
2022-06-20 07:52:01,88820.29,Bolivia,Suspicious,True,Taylor-Ruiz,fmason@example.org,(326)723-8814x683,MasterCard,375745137295637,811
2022-03-25 19:09:34,83219.39,Indonesia,Suspicious,True,"Williams, Adams and Williams",codymorgan@example.org,001-685-504-3798x4617,Visa,3561598572591590,711
2023-07-22 09:15:19,38262.9,Samoa,Normal,True,Dixon and Sons,vkennedy@example.net,231.466.3771x7540,Visa,3520027714832563,850
2022-03-10 23:51:29,53030.87,Italy,Suspicious,True,Hansen Group,rileyandrew@example.org,(473)850-3623x5108,Visa,3584429027163046,822
2020-05-18 15:31:14,38969.14,Christmas Island,Normal,True,"Alexander, Mills and Monroe",jacobstone@example.net,(425)306-4420x91717,BankTransfer,639090890174,772
2020-02-22 00:03:24,709.97,Mali,Suspicious,True,"Jones, Carrillo and Phillips",david25@example.org,001-310-460-1714x1496,Visa,4464657071548,744
2020-10-19 21:23:47,17532.24,Andorra,Normal,True,"Davis, Suarez and Swanson",patrick74@example.com,001-441-939-4026x47307,MasterCard,373512763191809,767
2023-03-09 06:36:17,9115.85,Spain,Normal,True,Chavez Ltd,nicholasrose@example.com,001-664-234-2536,MasterCard,180015795228808,684
2021-09-07 01:08:22,32751.9,Guernsey,Suspicious,True,Miller Group,reedjoseph@example.org,+1-730-742-7642,MasterCard,6555283582881189,792
2020-07-29 10:05:44,85954.85,El Salvador,Suspicious,True,Mcneil-Miller,mariachen@example.org,551.703.9908x774,BankTransfer,060425583089,705
2021-09-16 14:44:04,96257.18,Australia,Suspicious,True,Johnson-Bryant,william75@example.org,001-807-648-1248,Visa,4510010701331834981,627
2020-11-11 16:35:37,38530.55,Philippines,Suspicious,True,Todd-Cunningham,markjones@example.com,473.443.6852,BankTransfer,180086939048824,631
2020-03-14 08:18:51,17440.66,Guadeloupe,Normal,True,Herman Group,livingstonpeggy@example.org,5798945127,Visa,503878699415,701
2021-08-27 13:25:58,45295.11,France,Suspicious,True,Hopkins-Skinner,elove@example.com,(624)708-6789,Visa,6544440247835141,785
2023-09-17 06:13:29,75349.93,Estonia,Normal,True,"Solis, Davis and Bush",brandonchapman@example.org,001-214-986-2388,Visa,213167664744794,711
2020-10-01 05:09:50,18039.85,French Guiana,Suspicious,True,"Rose, Wright and Wise",aprilgreen@example.org,001-505-995-3824,MasterCard,4707644383958,698
2021-11-21 12:32:45,48432.32,Lithuania,Normal,True,Velasquez Group,matthew36@example.net,(496)445-1338,MasterCard,4481981722459675815,623
2020-08-19 04:22:34,6392.96,Greece,Suspicious,True,Daniels-Snow,john14@example.net,+1-408-702-9643x66816,MasterCard,4915139327725,736
2023-04-27 12:07:02,61019.56,Kuwait,Suspicious,True,"Zhang, Henry and Valenzuela",rsmith@example.com,001-350-354-7950x96450,MasterCard,4933014735872686,834
2023-04-14 22:28:08,407.92,Niue,Suspicious,False,Lopez and Sons,vjohnson@example.net,622-355-7299,BankTransfer,3589434015549714,616
2020-02-18 00:18:19,54798.98,Hong Kong,Normal,True,"Tran, Brown and Kim",john23@example.net,+1-226-748-5790x78607,Visa,3535324146981974,706
2022-10-27 20:16:12,9830.17,Austria,Suspicious,True,Jenkins PLC,josephhiggins@example.org,(214)650-3865x286,BankTransfer,4525318176988189921,723
2020-11-28 11:46:03,33394.96,Mauritius,Suspicious,True,Berry PLC,howardjessica@example.net,831.277.9275,BankTransfer,4811016529175209085,745
2022-10-28 22:11:41,14186.21,Guatemala,Normal,True,Marsh-Garcia,briancooper@example.net,673-752-5966,BankTransfer,180081712072091,814
2020-07-07 16:27:36,97338.37,Solomon Islands,Suspicious,True,Rodriguez-Arnold,jennifermitchell@example.net,427.257.5359,Visa,501891133081,696
2021-06-05 21:47:40,26240.36,Saint Barthelemy,Suspicious,True,"Mosley, Greene and Richmond",meagan62@example.org,610.739.7931,BankTransfer,4937815482763860,739
2021-03-16 10:57:53,75342.29,Gibraltar,Normal,True,Johnson Inc,christopher84@example.org,919.278.0142x86675,Visa,060473889123,689
2023-08-13 01:48:00,82402.0,Faroe Islands,Suspicious,True,Cruz and Sons,connieburns@example.com,614.695.1019x486,MasterCard,4556090608384939003,716
2021-04-23 20:24:29,185.94,Turks and Caicos Islands,Normal,False,Velazquez-Warren,dianeray@example.net,001-432-829-7981x450,BankTransfer,180054869853316,553
2022-01-07 12:41:28,51809.17,French Southern Territories,Suspicious,True,"Cunningham, Stephens and Wood",wgraham@example.com,(910)940-7203x21108,Visa,30562800911201,676
2022-11-10 22:44:13,76448.0,Russian Federation,Normal,True,"Mcdaniel, Murray and Richardson",ynorman@example.net,001-841-593-7381,MasterCard,4815409155055,695
2023-12-22 14:32:19,23560.66,Sweden,Suspicious,True,Wang LLC,parkerdonna@example.com,4936847679,BankTransfer,4517606380102964,840
2021-11-30 20:55:54,4716.75,Chile,Suspicious,True,Johnson-Santiago,joanna23@example.com,+1-941-933-8989x4847,BankTransfer,3547878379436572,817
2020-12-18 20:21:53,85955.73,Germany,Normal,True,"Gibson, Swanson and Burnett",rhondajones@example.org,(591)831-9419,MasterCard,2248838431415703,761
2022-02-13 10:05:31,38563.24,Mali,Suspicious,True,Melton-Atkinson,masonsamuel@example.com,4913378855,MasterCard,4914754168337011,708
2022-12-22 05:03:00,89743.39,Burundi,Normal,True,Walsh and Sons,joshuacastro@example.org,001-722-204-6175x087,Visa,30513270602549,816
2020-09-23 05:25:26,1702.24,Moldova,Normal,True,"Herman, Robinson and Wong",jerry00@example.com,8927128023,Visa,3548140537987619,686
2021-06-19 21:56:59,68217.81,Jordan,Suspicious,True,Hancock Group,renee93@example.org,001-950-244-6613x76176,MasterCard,213140884285765,809
2022-08-27 06:54:21,12968.72,Antarctica (the territory South of 60 deg S),Normal,True,Wagner Inc,vperkins@example.com,+1-822-964-2285,BankTransfer,3533566415976448,641
2022-01-24 03:55:50,47023.02,Kuwait,Normal,True,"Hudson, Parrish and Spence",callahanjoseph@example.org,6376907382,MasterCard,3543140258176033,696
2022-05-20 17:41:31,541.46,Solomon Islands,Suspicious,False,"Colon, Johnson and Fox",jessicaglass@example.com,001-348-391-4557x155,BankTransfer,3565745311342852,590
2023-12-01 06:06:13,873.54,Kyrgyz Republic,Suspicious,False,"Carpenter, Garrison and Harris",bauerjohnny@example.org,001-930-790-7938x76810,Visa,180008747008840,639
2023-07-31 19:43:46,20695.41,Iceland,Suspicious,True,"Mclaughlin, Bean and Wright",vincentebony@example.com,001-310-866-2848x96920,BankTransfer,180026117988433,715
2020-10-02 16:22:38,79482.15,Romania,Normal,True,Daniels-Bullock,dmoore@example.net,565-913-7587,BankTransfer,30293066993184,768
2023-01-09 09:21:15,80453.37,Hong Kong,Normal,True,Fuller-Cruz,maxmayer@example.org,(679)632-6305x58126,MasterCard,3584159808242004,617
2022-05-14 12:23:11,38470.33,Tuvalu,Normal,True,Hernandez Inc,vwilliams@example.com,884-207-3089x78590,MasterCard,503852529893,740
2021-11-27 08:00:47,50648.87,Venezuela,Suspicious,True,Vasquez LLC,perezwilliam@example.com,001-422-264-9546x1103,BankTransfer,2720649781665707,639
2022-11-16 03:13:21,32435.72,Guinea-Bissau,Suspicious,True,"Wilson, Caldwell and Brown",brandonkelley@example.com,(249)422-2436x39376,MasterCard,30436947671780,822
2024-01-16 10:33:08,48262.8,Finland,Normal,True,"Russo, Klein and Miller",wilsoncynthia@example.org,210.251.4311x5768,BankTransfer,4234193874105,825
2022-07-19 20:56:45,58545.19,Brazil,Suspicious,True,"Leon, Schmidt and James",jaimejones@example.org,001-693-238-9605x49725,BankTransfer,4044411384970611,763
2021-11-04 22:52:25,74154.35,Haiti,Normal,True,Vaughn-Torres,samuel07@example.com,391.716.5839x1456,MasterCard,4831497653282169614,716
2021-03-17 07:13:24,12663.48,Tonga,Suspicious,True,Robinson-Mcdaniel,howardjeremiah@example.org,(716)514-9998x2593,BankTransfer,213157825417687,642
2022-12-02 18:48:59,64260.07,Denmark,Suspicious,True,Cobb-Ballard,holly55@example.com,(408)727-9230,MasterCard,4829526565617318,828
2020-09-10 03:45:19,96836.19,Mauritania,Normal,True,"Davis, Brown and Perry",nicholas19@example.net,+1-637-664-0240x0356,Visa,4402204160612762,780
2020-10-01 22:30:49,99708.17,Togo,Normal,True,Doyle-Juarez,justin06@example.com,001-657-733-6194,Visa,502039256669,618
2020-06-24 00:03:39,68915.37,Panama,Suspicious,True,Davis-Miller,gibsonashley@example.org,+1-488-348-8723x999,Visa,213126977674742,826
2022-03-17 01:17:25,70983.09,Hong Kong,Suspicious,True,Monroe Inc,wwebb@example.org,(410)926-9376,MasterCard,6503037571773671,817
2021-03-15 09:31:56,39816.04,Vietnam,Suspicious,True,Gibson Inc,smithbrian@example.org,001-595-430-7314x813,MasterCard,676338771220,698
2023-11-06 22:08:58,76143.21,Mauritania,Normal,True,Gonzalez Inc,mclay@example.net,001-760-792-7438x11787,BankTransfer,374529800063600,795
2022-05-20 17:09:32,56636.21,Northern Mariana Islands,Normal,True,Knight Group,imiller@example.com,001-305-778-2722x594,Visa,586256205509,644
2023-09-02 19:11:35,9104.32,United States of America,Suspicious,True,White LLC,stonebethany@example.org,337.979.7313,MasterCard,180026668673939,791
2022-11-13 09:56:02,71520.61,Jamaica,Normal,True,"Jacobs, Moore and Lewis",castrocarmen@example.org,001-444-423-3414x852,BankTransfer,576840991862,622
2022-01-16 09:50:35,30563.43,Guatemala,Normal,True,Fernandez-Mcpherson,jacob80@example.org,2229145270,Visa,30521386155039,695
2022-04-20 01:18:25,72876.3,Libyan Arab Jamahiriya,Normal,True,"Hale, Oconnor and Hodges",lisa25@example.org,713.455.4910x4941,BankTransfer,6011701517554637,743
2021-09-19 04:45:22,38456.02,Aruba,Suspicious,True,Briggs-Gutierrez,maryjones@example.net,001-714-751-9503,MasterCard,3501778543044019,775
2023-03-15 05:10:44,15093.46,New Zealand,Normal,True,Becker Group,smichael@example.net,418.648.7117x90237,BankTransfer,180071954058866,805
2021-11-10 02:57:28,31771.06,Christmas Island,Normal,True,Vasquez-Gibson,scottkevin@example.com,486-318-9236x3659,MasterCard,6550750743677149,719
2020-07-22 19:31:54,40572.93,Turkey,Normal,True,Snyder and Sons,jmaddox@example.org,837.300.5844x10700,Visa,4947898342619547721,741
2023-08-17 20:56:40,515.83,Liberia,Normal,False,"Hughes, Ross and Khan",reidvincent@example.net,001-615-914-2217x166,MasterCard,4945063907168304,647
2020-08-04 06:33:59,26593.79,Germany,Suspicious,True,Garcia Ltd,priddle@example.org,+1-980-949-7820x8843,MasterCard,5309631985175628,708
2020-03-25 13:35:58,406.68,Bouvet Island (Bouvetoya),Suspicious,False,Casey-Stephens,kelly65@example.com,(973)575-2152x05443,BankTransfer,4867609097625885,599
2023-03-25 09:29:27,13355.82,India,Normal,True,Brown Group,anthonyshelton@example.com,+1-566-340-7099x511,BankTransfer,3559310816904694,682
2020-11-11 19:33:53,47732.95,Czech Republic,Normal,True,"Hansen, Welch and Lee",faulknerchristine@example.net,001-951-669-6748,BankTransfer,3576505412600617,679
2021-07-19 05:57:43,95427.72,Lao People's Democratic Republic,Normal,True,"Hunt, Boyer and Hunter",wthornton@example.org,001-613-306-5186,MasterCard,6011723046814258,832
2021-04-29 19:30:58,25571.24,Switzerland,Suspicious,True,"Gibson, Mcbride and Sims",jacob81@example.com,001-900-482-0596x890,BankTransfer,573247058544,831
2020-07-12 21:20:36,61908.54,Antigua and Barbuda,Normal,True,Perry Group,zandrews@example.com,771-401-8221x29914,BankTransfer,2493972499572154,733
2021-11-04 14:13:32,24334.14,Ghana,Suspicious,True,"Madden, Orr and Shaw",henryjesus@example.com,001-896-711-8683x23031,BankTransfer,6011116866224908,848
2020-05-11 01:29:37,80742.72,Monaco,Suspicious,True,Carter-Robbins,michaelgarcia@example.org,8889092448,BankTransfer,3533791437979317,720
2020-01-25 16:40:47,40605.09,South Georgia and the South Sandwich Islands,Normal,True,Wyatt-Ho,marklindsey@example.org,423-219-3466,BankTransfer,6011345452162681,786
2021-08-21 16:51:08,90368.17,Burundi,Normal,True,Lee-Hobbs,nharris@example.com,699-543-0212,MasterCard,4208546994945741403,716
2023-03-08 05:50:40,82186.48,Papua New Guinea,Suspicious,True,"Nelson, Harris and Harris",brandon84@example.com,+1-884-673-8009,BankTransfer,3538060088855944,757
2021-10-18 12:59:29,50728.85,Niger,Normal,True,"Berry, Rodgers and Figueroa",jennifersmith@example.net,816-863-6186x88629,BankTransfer,349285835463347,825
2021-02-06 00:43:23,80249.79,Bahamas,Suspicious,True,Warren PLC,angelawatts@example.org,803-340-6059,MasterCard,347965098951839,750
2020-03-31 08:43:23,776.63,Lao People's Democratic Republic,Suspicious,False,Jimenez-Adkins,anthonyfields@example.com,7323025264,Visa,2276592767146490,775
2021-03-04 15:49:55,91357.35,Fiji,Normal,True,Meyer Inc,marshalleric@example.org,(398)397-3771x5006,MasterCard,3552891924457656,833
2022-11-05 23:48:10,11910.66,Nigeria,Suspicious,True,"Nielsen, Santana and Brady",wsantos@example.org,+1-557-298-5574x67247,Visa,3565697412681789,703
2022-01-05 01:28:22,87651.36,Benin,Normal,True,"Boone, Leon and Harris",greg45@example.com,+1-251-296-8656x4060,Visa,6011496785525126,842
2021-02-24 02:05:25,28881.35,Chile,Suspicious,True,"Cox, Underwood and Smith",jerrywatson@example.org,9265026384,Visa,3506517360433987,612
2022-09-29 00:13:50,11734.62,Guinea,Suspicious,True,Blair and Sons,tylerneal@example.org,+1-201-215-8594x5502,Visa,6515662329564241,790
2023-08-03 09:22:18,11337.84,France,Normal,True,"Bryant, Anderson and Sanchez",coxaustin@example.com,(476)963-4492x35311,Visa,4372813843279876,689
2021-07-05 02:13:48,61701.3,United States of America,Normal,True,"Snow, Lee and Holloway",randytorres@example.net,(742)310-0017,Visa,4671284133882357,789
2020-01-31 19:00:52,67702.28,Bolivia,Normal,True,Pena-Bernard,rickysimmons@example.net,+1-285-329-6842,BankTransfer,4286770278491209,708
2021-03-11 03:30:32,45142.77,French Guiana,Normal,True,Chambers Inc,brandilopez@example.org,7129023069,Visa,213135588374246,676
2020-03-13 00:36:36,99931.34,Germany,Suspicious,True,Nichols Inc,brian80@example.net,576.529.5031x294,MasterCard,3538114672022195,689
2021-06-24 02:33:59,58503.29,Poland,Normal,True,Williams LLC,pbarry@example.org,+1-717-207-7907x6191,BankTransfer,4552273286038658317,652
2021-06-25 12:36:12,97850.53,Finland,Suspicious,True,Roberson-Medina,patrick37@example.net,716.529.1938x55082,BankTransfer,3596903592026966,836
2021-05-20 21:19:34,46354.24,Bahamas,Normal,True,Horn-Delgado,alex38@example.com,(738)975-6122,Visa,2245160689811027,646
2020-12-08 16:44:33,20413.34,Congo,Normal,True,Jones-Booth,moralescalvin@example.org,872.716.2195,MasterCard,30210479490681,816
2020-04-14 01:50:33,72827.27,Brunei Darussalam,Suspicious,True,"Green, Torres and Rodriguez",kerry34@example.com,001-908-550-8147x808,BankTransfer,346797341496325,829
2021-02-19 17:15:48,72569.39,Aruba,Suspicious,True,"Cuevas, Reese and Garcia",joyce94@example.net,941.849.1933,BankTransfer,378642967055990,799
2023-06-17 19:41:07,40737.45,Panama,Suspicious,True,"Hughes, Shaffer and Peterson",ronald97@example.org,+1-812-502-7168x60147,BankTransfer,4164733746279017364,622
2021-08-27 17:57:50,96877.42,Argentina,Suspicious,True,Lowe Group,tammy08@example.com,(884)432-9174x1067,Visa,6011074862254140,770
2023-07-06 13:20:31,71498.96,United States of America,Suspicious,True,Miller Inc,cordovanatasha@example.com,001-530-377-0225x67604,Visa,4219004656536480,635
2021-01-20 20:54:00,90105.57,Cape Verde,Suspicious,True,Wood-Garner,jameskristy@example.org,(667)849-6363x73216,MasterCard,4499987055274,719
2023-06-08 20:24:08,59751.36,Bulgaria,Suspicious,True,Gordon Inc,qharris@example.net,(287)854-2554,Visa,3583942937742635,741
2023-04-02 15:36:02,13340.62,Mali,Suspicious,True,"Gates, Peterson and West",brennanbenjamin@example.com,001-470-282-1900x2541,MasterCard,38061342038112,819
